Winner,Opponent_A,Opponent_B,Rd1A,Rd2A,Rd3A,Rd4A,Rd5A,Rd1B,Rd2B,Rd3B,Rd4B,Rd5B,Rd1C,Rd2C,Rd3C,Rd4C,Rd5C,Media_score_ratio_of_agreement,Full_Scores,Rd1_Fans,Rd2_Fans,Rd3_Fans,Rd4_Fans,Rd5_Fans
Calvillo,Cynthia Calvillo,Joanne Wood,1,1,1,--,--,1,-1,1,--,--,1,1,1,--,--,1.0,"['30', '27', '29', '28', '30', '27']",0.684,-0.5,0.339
Marshman,Jack Marshman,Ryan Janes,1,1,-1,--,--,1,1,-1,--,--,1,1,-1,--,--,1.0,"['29', '28', '29', '28', '29', '28']"
Willis,Justin Willis,James Mulheron,1,1,1,--,--,1,1,1,--,--,1,1,1,--,--,1.0,"['30', '27', '30', '27', '30', '27']"
Henry,Danny Henry,Daniel Teymur,-1,2,2,--,--,-1,1,1,--,--,-1,1,1,--,--,1.0,"['29', '26', '29', '28', '29', '28']"
Johns,Brett Johns,Albert Morales,1,1,1,--,--,1,1,1,--,--,2,1,2,--,--,1.0,"['30', '27', '30', '27', '30', '25']"
Whittaker,Robert Whittaker,Yoel Romero,-1,-1,1,1,1,-1,-1,1,1,1,-1,-1,1,1,1,1.0,"['48', '47', '48', '47', '48', '47']",-0.576,-0.903,0.922,0.936,0.837
Overeem,Alistair Overeem,Fabricio Werdum,1,1,-2,--,--,1,1,-1,--,--,1,1,-1,--,--,0.562,"['28', '28', '29', '28', '29', '28']",0.338,0.834,-1.372
Blaydes,Curtis Blaydes,Daniel Omielanczuk,1,1,1,--,--,1,1,1,--,--,1,1,1,--,--,1.0,"['30', '27', '30', '27', '30', '27']",0.212,0.516,0.576
Pettis,Anthony Pettis,Jim Miller,1,1,1,--,--,1,1,1,--,--,1,1,1,--,--,1.0,"['30', '27', '30', '27', '30', '27']",1.0,0.774,0.87
Muhammad,Belal Muhammad,Jordan Mein,1,1,1,--,--,-1,1,1,--,--,-1,1,1,--,--,1.0,"['30', '27', '29', '28', '29', '28']"
Stamann,Cody Stamann,Terrion Ware,1,1,1,--,--,1,1,1,--,--,-1,1,1,--,--,1.0,"['30', '27', '30', '27', '29', '28']"
Siver,Dennis Siver,B.J. Penn,1,-1,2,--,--,-1,-1,2,--,--,1,-1,1,--,--,0.941,"['29', '27', '28', '28', '29', '28']",0.83,-1.014,1.634
Guida,Clay Guida,Erik Koch,1,1,2,--,--,-1,1,1,--,--,-1,2,2,--,--,1.0,"['30', '26', '29', '28', '29', '26']"
Vettori,Marvin Vettori,Vitor Miranda,1,1,1,--,--,1,1,-1,--,--,1,1,1,--,--,1.0,"['30', '27', '29', '28', '30', '27']"
Esparza,Carla Esparza,Maryna Moroz,1,1,1,--,--,-1,1,1,--,--,-1,1,1,--,--,0.923,"['30', '27', '29', '28', '29', '28']"
Horcher,Darrell Horcher,Devin Powell,1,1,-1,--,--,-1,1,-1,--,--,1,1,-1,--,--,1.0,"['29', '28', '28', '29', '29', '28']"
Martin,Anthony Rocco Martin,Johnny Case,-1,1,1,--,--,-1,1,1,--,--,-1,1,1,--,--,0.923,"['29', '28', '29', '28', '29', '28']"
dos Anjos,Rafael dos Anjos,Tarec Saffiedine,1,1,1,--,--,1,1,1,--,--,1,-1,1,--,--,1.0,"['30', '27', '30', '27', '29', '28']",0.938,0.876,0.844
Jingliang,Li Jingliang,Frank Camacho,-2,1,2,--,--,-1,1,2,--,--,-1,1,2,--,--,0.929,"['28', '27', '29', '27', '29', '27']"
Inoue,Naoki Inoue,Carls John de Tomas,1,2,1,--,--,1,2,1,--,--,1,2,1,--,--,1.0,"['30', '26', '30', '26', '30', '26']"
Volkanovski,Alexander Volkanovski,Mizuto Hirota,1,1,1,--,--,1,1,1,--,--,1,1,1,--,--,1.0,"['30', '27', '30', '27', '30', '27']"
Jumeau,Luke Jumeau,Dominique Steele,-1,1,1,--,--,-1,1,1,--,--,-1,1,1,--,--,1.0,"['29', '28', '29', '28', '29', '28']"
Moraga,John Moraga,Ashkan Mokhtarian,2,1,2,--,--,1,1,1,--,--,1,1,1,--,--,1.0,"['30', '25', '30', '27', '30', '27']"
Aldrich,J.J. Aldrich,Chan-Mi Jeon,1,1,1,--,--,1,1,1,--,--,1,1,1,--,--,1.0,"['30', '27', '30', '27', '30', '27']"
Belfort,Vitor Belfort,Nate Marquardt,-1,1,1,--,--,-1,1,1,--,--,-1,1,1,--,--,0.35,"['29', '28', '29', '28', '29', '28']",-0.904,-0.139,0.722
Assuncao,Raphael Assuncao,Marlon Moraes,-1,-1,1,--,--,1,-1,1,--,--,1,1,1,--,--,0.059,"['28', '29', '29', '28', '30', '27']",-0.053,-0.463,-0.512
Pereira,Viviane Pereira,Jamie Moyle,-1,1,1,--,--,1,1,1,--,--,1,1,1,--,--,1.0,"['29', '28', '30', '27', '30', '27']"
Akhmedov,Omari Akhmedov,Abdul Razak Alhassan,1,1,1,--,--,1,1,1,--,--,1,-1,-1,--,--,0.941,"['30', '27', '30', '27', '28', '29']",1.0,0.266,0.3
Taleb,Nordine Taleb,Oliver Enkamp,-1,1,1,--,--,1,1,1,--,--,1,1,1,--,--,1.0,"['29', '28', '30', '27', '30', '27']"
Munhoz,Pedro Munhoz,Damian Stasiak,1,-1,2,--,--,1,1,1,--,--,1,-1,1,--,--,1.0,"['29', '27', '30', '27', '29', '28']"
Smith,Trevor Smith,Chris Camozzi,1,2,1,--,--,1,2,1,--,--,1,1,1,--,--,1.0,"['30', '26', '30', '26', '30', '27']"
Silva,Joaquim Silva,Reza Madadi,-1,-1,1,--,--,-1,1,1,--,--,-1,1,1,--,--,1.0,"['28', '29', '29', '28', '29', '28']",-1.031,0.156,0.688
Till,Darren Till,Jessin Ayari,1,1,1,--,--,1,2,-1,--,--,1,1,1,--,--,1.0,"['30', '27', '29', '27', '30', '27']"
Jedrzejczyk,Joanna Jedrzejczyk,Jessica Andrade,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1.0,"['50', '44', '50', '45', '50', '45']",0.548,1.008,1.079,1.252,1.008
Maia,Demian Maia,Jorge Masvidal,1,-1,1,--,--,-1,-1,1,--,--,-1,1,1,--,--,1.0,"['29', '28', '28', '29', '29', '28']",0.509,-0.248,0.743
Branch,David Branch,Krzysztof Jotko,1,-1,1,--,--,1,-1,-1,--,--,1,-1,1,--,--,0.842,"['29', '28', '28', '29', '29', '28']",0.88,-0.493,0.28
Casey,Cortney Casey,Jessica Aguilar,1,1,1,--,--,1,1,1,--,--,1,1,1,--,--,1.0,"['30', '27', '30', '27', '30', '27']"
Barzola,Enrique Barzola,Gabriel Benitez,-1,1,1,--,--,-1,1,1,--,--,-1,1,1,--,--,1.0,"['29', '28', '29', '28', '29', '28']"
Swanson,Cub Swanson,Artem Lobov,-1,1,1,1,1,-1,1,1,1,1,1,1,1,1,1,1.0,"['49', '46', '49', '46', '50', '45']",-0.745,0.797,0.857,0.715,0.825
Dodson,John Dodson,Eddie Wineland,1,1,-1,--,--,1,1,1,--,--,1,1,1,--,--,1.0,"['29', '28', '30', '27', '30', '27']"
Ray,Stevie Ray,Joe Lauzon,-2,1,2,--,--,-1,1,2,--,--,-2,1,1,--,--,0.529,"['28', '27', '29', '27', '28', '28']",-1.987,0.567,1.325
Leites,Thales Leites,Sam Alvey,1,1,1,--,--,1,1,1,--,--,1,1,1,--,--,1.0,"['30', '27', '30', '27', '30', '27']"
Holtzman,Scott Holtzman,Michael McBride,1,1,1,--,--,1,1,2,--,--,1,1,1,--,--,1.0,"['30', '27', '30', '26', '30', '27']"
Taylor,Danielle Taylor,Jessica Penne,1,1,-1,--,--,1,1,-1,--,--,1,-1,1,--,--,0.333,"['29', '28', '29', '28', '29', '28']",0.467,-0.466,-0.834
Davis,Alexis Davis,Cindy Dandois,1,1,-1,--,--,1,1,-1,--,--,1,-1,1,--,--,0.929,"['29', '28', '29', '28', '29', '28']"
Moicano,Renato Moicano,Jeremy Stephens,1,-1,1,--,--,1,-1,-1,--,--,1,-1,1,--,--,0.824,"['29', '28', '28', '29', '29', '28']",0.831,-0.61,0.298
Volkov,Alexander Volkov,Roy Nelson,1,1,1,--,--,1,1,1,--,--,1,1,1,--,--,1.0,"['30', '27', '30', '27', '30', '27']"
Magomedov,Rashid Magomedov,Bobby Green,-1,1,-1,--,--,-1,1,1,--,--,-1,1,1,--,--,0.933,"['28', '29', '29', '28', '29', '28']",-0.59,0.794,0.642
Elliott,Tim Elliott,Louis Smolka,1,1,1,--,--,1,1,1,--,--,1,1,1,--,--,1.0,"['30', '27', '30', '27', '30', '27']"
Sterling,Aljamain Sterling,Augusto Mendes,-1,1,1,--,--,-1,1,1,--,--,-1,1,1,--,--,1.0,"['29', '28', '29', '28', '29', '28']"
Alves,Thiago Alves,Patrick Cote,1,1,1,--,--,1,1,1,--,--,1,1,1,--,--,1.0,"['30', '27', '30', '27', '30', '27']"
Usman,Kamaru Usman,Sean Strickland,1,1,1,--,--,1,2,1,--,--,2,1,1,--,--,1.0,"['30', '27', '30', '26', '30', '26']",1.31,1.645,1.067
Cummins,Patrick Cummins,Jan Blachowicz,-1,1,1,--,--,-2,1,1,--,--,-1,1,1,--,--,0.625,"['29', '28', '28', '28', '29', '28']",-1.561,0.772,1.121
Green,Desmond Green,Josh Emmett,-1,1,1,--,--,1,1,1,--,--,-1,-1,1,--,--,0.938,"['29', '28', '30', '27', '28', '29']",0.1,0.8,0.534
Chookagian,Katlyn Chookagian,Irene Aldana,1,-1,-1,--,--,1,-1,1,--,--,1,-1,1,--,--,0.412,"['28', '29', '29', '28', '29', '28']",0.8,-0.4,-0.28
Bibulatov,Magomed Bibulatov,Jenel Lausa,1,-1,2,--,--,1,-1,2,--,--,1,-1,2,--,--,1.0,"['29', '26', '29', '26', '29', '26']"
Allen,Arnold Allen,Makwan Amirkhani,1,1,1,--,--,-1,-1,1,--,--,1,1,1,--,--,1.0,"['30', '27', '28', '29', '30', '27']",-0.304,0.53,0.743
Duffy,Joe Duffy,Reza Madadi,1,1,1,--,--,1,1,1,--,--,1,1,1,--,--,1.0,"['30', '27', '30', '27', '30', '27']"
Barroso,Francimar Barroso,Darren Stewart,-1,1,1,--,--,-1,1,1,--,--,-1,1,1,--,--,0.583,"['29', '28', '29', '28', '29', '28']"
Johnson,Tim Johnson,Daniel Omielanczuk,1,1,1,--,--,-1,1,-1,--,--,-1,1,1,--,--,1.0,"['30', '27', '28', '29', '29', '28']",0.1,0.866,0.633
Edwards,Leon Edwards,Vicente Luque,-1,1,1,--,--,-1,1,1,--,--,-1,1,1,--,--,1.0,"['29', '28', '29', '28', '29', '28']",-0.9,0.46,1.04
Scott,Brad Scott,Scott Askham,1,1,-1,--,--,1,1,-1,--,--,1,-1,-1,--,--,0.4,"['29', '28', '29', '28', '28', '29']",0.898,-0.282,-0.642
Lansberg,Lina Lansberg,Lucie Pudilova,1,1,-1,--,--,1,1,-1,--,--,1,1,-1,--,--,0.571,"['29', '28', '29', '28', '29', '28']",0.194,0.806,-1.226
Borg,Ray Borg,Jussier Formiga,-1,1,1,--,--,1,-1,1,--,--,-1,1,1,--,--,0.765,"['29', '28', '29', '28', '29', '28']",-0.393,-0.131,0.82
DRAW,Marion Reneau,Bethe Correia,1,-1,2,--,--,-1,-1,2,--,--,-1,-1,2,--,--,0.381,"['29', '27', '28', '28', '28', '28']",-0.982,-0.991,-1.991
Moraes,Sergio Moraes,Davi Ramos,1,1,1,--,--,1,1,1,--,--,1,1,1,--,--,0.706,"['30', '27', '30', '27', '30', '27']"
Soto,Joe Soto,Rani Yahya,-1,1,2,--,--,-1,1,2,--,--,-1,1,1,--,--,1.0,"['29', '27', '29', '27', '29', '28']",-0.734,0.934,1.367
Kennedy,Jeremy Kennedy,Rony Jason,1,-1,2,--,--,1,-1,1,--,--,1,-1,1,--,--,0.938,"['29', '27', '29', '28', '29', '28']"
Woodley,Tyron Woodley,Stephen Thompson,-1,1,1,-1,1,-1,-1,1,-1,2,-1,1,1,-1,1,0.263,"['48', '47', '47', '47', '48', '47']",-0.879,-0.675,0.838,-0.932,1.16
Teymur,David Teymur,Lando Vannata,1,1,1,--,--,1,1,1,--,--,1,1,1,--,--,1.0,"['30', '27', '30', '27', '30', '27']",-0.586,0.845,0.861
Kelly,Daniel Kelly,Rashad Evans,-1,1,1,--,--,-1,1,1,--,--,-1,-1,1,--,--,0.864,"['29', '28', '29', '28', '28', '29']",0.263,0.593,0.272
Godbeer,Mark Godbeer,Daniel Spitz,1,1,1,--,--,1,1,1,--,--,1,1,1,--,--,1.0,"['30', '27', '30', '27', '30', '27']"
Morales,Albert Morales,Andre Soukhamthath,1,-1,1,--,--,1,-1,1,--,--,1,-1,-1,--,--,0.81,"['29', '28', '29', '28', '28', '29']"
Hendricks,Johny Hendricks,Hector Lombard,1,1,1,--,--,1,1,1,--,--,-1,1,1,--,--,0.895,"['30', '27', '30', '27', '29', '28']",-0.703,0.389,0.796
Tucker,Gavin Tucker,Sam Sicilia,1,1,1,--,--,1,1,1,--,--,1,1,1,--,--,1.0,"['30', '27', '30', '27', '30', '27']"
Theodorou,Elias Theodorou,Cezar Ferreira,1,1,1,--,--,-1,1,1,--,--,-1,1,1,--,--,0.412,"['30', '27', '29', '28', '29', '28']",-0.671,0.494,-0.259
Ponzinibbio,Santiago Ponzinibbio,Nordine Taleb,-1,1,1,--,--,-1,1,1,--,--,-1,1,1,--,--,1.0,"['29', '28', '29', '28', '29', '28']",-0.915,1.056,0.828
de Randamie,Germaine de Randamie,Holly Holm,1,1,1,-1,-1,1,-1,1,1,-1,1,1,1,-1,-1,0.391,"['48', '47', '48', '47', '48', '47']",0.821,0.501,-0.086,-0.459,-0.835
Silva,Anderson Silva,Derek Brunson,1,-1,1,--,--,1,1,1,--,--,-1,1,1,--,--,0.167,"['29', '28', '30', '27', '29', '28']",-0.262,0.025,-0.427
Teixeira,Glover Teixeira,Jared Cannonier,1,1,2,--,--,1,1,2,--,--,1,1,2,--,--,1.0,"['30', '26', '30', '26', '30', '26']",1.001,1.273,1.613
Poirier,Dustin Poirier,Jim Miller,1,1,-1,--,--,-1,2,-1,--,--,1,1,1,--,--,0.909,"['29', '28', '28', '28', '30', '27']",0.546,1.099,-0.046
Muhammad,Belal Muhammad,Randy Brown,1,1,1,--,--,1,1,1,--,--,-1,1,1,--,--,1.0,"['30', '27', '30', '27', '29', '28']"
Makhachev,Islam Makhachev,Nik Lentz,1,2,2,--,--,1,1,1,--,--,1,2,2,--,--,1.0,"['30', '25', '30', '27', '30', '25']",0.98,1.277,1.638
Glenn,Ricky Glenn,Phillipe Nover,1,1,-1,--,--,-1,-1,-1,--,--,-1,1,1,--,--,0.625,"['29', '28', '27', '30', '29', '28']",-0.77,0.64,0.197
LaFlare,Ryan LaFlare,Roan Carneiro,1,1,1,--,--,1,1,-1,--,--,1,2,1,--,--,1.0,"['30', '27', '29', '28', '30', '26']"
Herrig,Felice Herrig,Alexa Grasso,1,1,-1,--,--,1,1,-1,--,--,1,1,1,--,--,0.737,"['29', '28', '29', '28', '30', '27']",0.219,0.854,-0.655
Oezdemir,Volkan Oezdemir,Ovince Saint Preux,1,-1,-1,--,--,1,1,-1,--,--,1,1,-1,--,--,0.125,"['28', '29', '29', '28', '29', '28']",0.922,-0.38,-1.042
Andrade,Jessica Andrade,Angela Hill,1,1,1,--,--,1,1,1,--,--,1,1,1,--,--,1.0,"['30', '27', '30', '27', '30', '27']",0.97,0.912,1.146
Ramos,Ricardo Ramos,Michinori Tanaka,1,1,-1,--,--,1,1,-1,--,--,1,1,1,--,--,0.529,"['29', '28', '29', '28', '30', '27']",1.289,-0.347,-0.924
Torres,Tecia Torres,Bec Rawlings,1,1,1,--,--,1,1,1,--,--,1,1,1,--,--,1.0,"['30', '27', '30', '27', '30', '27']"
Alvey,Sam Alvey,Nate Marquardt,-1,1,1,--,--,1,1,-1,--,--,-1,1,1,--,--,0.733,"['29', '28', '29', '28', '29', '28']"
Assuncao,Raphael Assuncao,Aljamain Sterling,1,1,-1,--,--,1,1,-1,--,--,1,-1,-1,--,--,0.778,"['29', '28', '29', '28', '28', '29']",0.49,0.5,-0.856
Johnson,Jordan Johnson,Henrique da Silva,1,1,1,--,--,1,1,1,--,--,1,1,1,--,--,1.0,"['30', '27', '30', '27', '30', '27']"
Pantoja,Alexandre Pantoja,Eric Shelton,1,1,-1,--,--,-1,-1,1,--,--,-1,1,1,--,--,1.0,"['29', '28', '28', '29', '29', '28']"
Lauzon,Joe Lauzon,Marcin Held,-1,-1,-1,--,--,1,1,-1,--,--,1,1,-1,--,--,0.0,"['27', '30', '29', '28', '29', '28']",0.347,-0.857,-0.961
Saunders,Ben Saunders,Court McGee,1,1,-1,--,--,1,1,-1,--,--,1,1,-1,--,--,0.471,"['29', '28', '29', '28', '29', '28']",0.769,-0.252,-1.0
Pettis,Sergio Pettis,John Moraga,1,-1,1,--,--,1,1,-1,--,--,1,1,1,--,--,1.0,"['29', '28', '29', '28', '30', '27']",1.0,0.235,0.648
Klose,Drakkar Klose,Devin Powell,1,1,1,--,--,1,1,1,--,--,1,1,1,--,--,1.0,"['30', '27', '30', '27', '30', '27']"
Mendes,Augusto Mendes,Frankie Saenz,1,-1,1,--,--,-1,-1,1,--,--,1,-1,1,--,--,0.75,"['29', '28', '28', '29', '29', '28']",0.628,-0.883,0.419
Martin,Anthony Rocco Martin,Alex White,1,1,1,--,--,1,1,1,--,--,1,1,1,--,--,1.0,"['30', '27', '30', '27', '30', '27']"
Garbrandt,Cody Garbrandt,Dominick Cruz,1,-1,1,2,-1,-1,1,1,2,-1,-1,-1,1,1,1,1.0,"['48', '46', '48', '46', '48', '47']",0.259,-0.324,0.973,1.784,-0.544
Dillashaw,T.J. Dillashaw,John Lineker,1,2,1,--,--,1,2,1,--,--,1,2,1,--,--,1.0,"['30', '26', '30', '26', '30', '26']",0.902,1.787,0.999
Kim,Dong Hyun Kim,Tarec Saffiedine,-1,1,1,--,--,-1,1,1,--,--,-1,-1,-1,--,--,0.1,"['29', '28', '29', '28', '27', '30']",-0.802,0.005,0.378
Borg,Ray Borg,Louis Smolka,1,1,1,--,--,2,1,1,--,--,2,1,1,--,--,1.0,"['30', '27', '30', '26', '30', '26']"
Magny,Neil Magny,Johny Hendricks,1,-1,1,--,--,1,-1,1,--,--,1,-1,1,--,--,0.87,"['29', '28', '29', '28', '29', '28']",0.33,-0.938,0.34
Carlos Junior,Antonio Carlos Junior,Marvin Vettori,1,-1,1,--,--,1,-1,1,--,--,1,-1,1,--,--,1.0,"['29', '28', '29', '28', '29', '28']",0.511,-1.024,0.791
Faber,Urijah Faber,Brad Pickett,2,1,1,--,--,2,1,1,--,--,2,1,1,--,--,1.0,"['30', '26', '30', '26', '30', '26']",1.87,0.979,0.978
Jouban,Alan Jouban,Mike Perry,1,1,1,--,--,-1,1,1,--,--,1,1,1,--,--,1.0,"['30', '27', '29', '28', '30', '27']",0.42,0.68,0.92
Hirota,Mizuto Hirota,Cole Miller,1,1,2,--,--,1,1,1,--,--,1,1,1,--,--,1.0,"['30', '26', '30', '27', '30', '27']"
Covington,Colby Covington,Bryan Barberena,1,1,1,--,--,1,1,1,--,--,1,1,1,--,--,1.0,"['30', '27', '30', '27', '30', '27']",0.848,0.969,0.849
Emmett,Josh Emmett,Scott Holtzman,-1,1,1,--,--,-1,1,1,--,--,-1,1,1,--,--,1.0,"['29', '28', '29', '28', '29', '28']"
Smith,Leslie Smith,Irene Aldana,1,-1,1,--,--,1,1,1,--,--,1,1,-1,--,--,1.0,"['29', '28', '30', '27', '29', '28']",1.097,0.419,0.612
Sandoval,Hector Sandoval,Fredy Serrano,1,1,-1,--,--,1,1,1,--,--,1,1,1,--,--,1.0,"['29', '28', '30', '27', '30', '27']"
Swanson,Cub Swanson,Doo Ho Choi,-1,1,1,--,--,1,1,1,--,--,1,1,1,--,--,1.0,"['29', '28', '30', '27', '30', '27']",-0.648,0.811,1.133
Meek,Emil Meek,Jordan Mein,-1,1,1,--,--,-1,1,1,--,--,-1,1,1,--,--,1.0,"['29', '28', '29', '28', '29', '28']",-0.576,1.152,1.03
Pereira,Viviane Pereira,Valérie Létourneau,-1,1,1,--,--,-1,1,-1,--,--,-1,1,1,--,--,0.222,"['29', '28', '28', '29', '29', '28']",-1.001,0.45,-0.044
Khabilov,Rustam Khabilov,Jason Saggo,1,1,1,--,--,1,1,1,--,--,1,1,1,--,--,1.0,"['30', '27', '30', '27', '30', '27']"
Kish,Justine Kish,Ashley Yoder,1,-1,1,--,--,1,-1,1,--,--,1,-1,1,--,--,0.4,"['29', '28', '29', '28', '29', '28']",0.134,-0.7,0.4
Sanchez,Andrew Sanchez,Trevor Smith,1,1,1,--,--,1,1,1,--,--,1,1,1,--,--,1.0,"['30', '27', '30', '27', '30', '27']"
Burgos,Shane Burgos,Tiago Trator,-1,1,1,--,--,-1,2,1,--,--,1,2,1,--,--,1.0,"['29', '28', '29', '27', '30', '26']"
Diakiese,Marc Diakiese,Frankie Perez,1,-1,1,--,--,1,-1,1,--,--,1,-1,1,--,--,1.0,"['29', '28', '29', '28', '29', '28']"
Janes,Ryan Janes,Keith Berish,-1,1,1,--,--,-1,1,1,--,--,-1,1,1,--,--,0.9,"['29', '28', '29', '28', '29', '28']"
Lima,Juliana Lima,J.J. Aldrich,1,1,1,--,--,1,1,1,--,--,1,1,1,--,--,1.0,"['30', '27', '30', '27', '30', '27']"
Holbrook,Andrew Holbrook,Jake Matthews,1,-1,1,--,--,-1,1,1,--,--,-1,1,-1,--,--,0.667,"['29', '28', '29', '28', '28', '29']"
Akhmedov,Omari Akhmedov,Kyle Noke,1,1,-1,--,--,1,1,-1,--,--,1,1,1,--,--,1.0,"['29', '28', '29', '28', '30', '27']"
Taylor,Danielle Taylor,Seo Hee Ham,1,1,1,--,--,1,1,1,--,--,-1,-1,1,--,--,0.176,"['30', '27', '30', '27', '28', '29']",-0.988,-0.75,0.798
Kelly,Daniel Kelly,Chris Camozzi,1,1,-1,--,--,1,1,1,--,--,-1,1,1,--,--,1.0,"['29', '28', '30', '27', '29', '28']"
Meunier,Jonathan Meunier,Rich Walsh,1,1,-1,--,--,1,1,1,--,--,1,1,1,--,--,1.0,"['29', '28', '30', '27', '30', '27']"
Nguyen,Ben Nguyen,Geane Herrera,1,1,2,--,--,1,1,1,--,--,1,1,1,--,--,1.0,"['30', '26', '30', '27', '30', '27']"
Knight,Jason Knight,Dan Hooker,1,1,1,--,--,1,2,1,--,--,-1,1,1,--,--,1.0,"['30', '27', '30', '26', '29', '28']"
Vera,Marlon Vera,Guangyou Ning,1,-1,1,--,--,1,-1,1,--,--,1,-1,1,--,--,0.933,"['29', '28', '29', '28', '29', '28']"
Lausa,Jenel Lausa,Yao Zhikui,1,1,1,--,--,1,1,1,--,--,1,1,1,--,--,1.0,"['30', '27', '30', '27', '30', '27']"
Gadelha,Cláudia Gadelha,Cortney Casey,1,1,1,--,--,1,1,1,--,--,1,1,1,--,--,1.0,"['30', '27', '30', '27', '30', '27']"
Jotko,Krzysztof Jotko,Thales Leites,-1,1,2,--,--,1,1,1,--,--,1,1,1,--,--,1.0,"['29', '27', '30', '27', '30', '27']"
Usman,Kamaru Usman,Warlley Alves,1,1,2,--,--,-1,1,2,--,--,-1,1,1,--,--,1.0,"['30', '26', '29', '27', '29', '28']",0.242,1.0,1.484
Ray,Stevie Ray,Ross Pearson,-1,-1,-1,--,--,1,1,1,--,--,1,1,1,--,--,0.923,"['27', '30', '30', '27', '30', '27']"
Volkov,Alexander Volkov,Tim Johnson,-1,1,1,--,--,-1,1,1,--,--,-1,-1,-1,--,--,0.0,"['29', '28', '29', '28', '27', '30']",-0.96,-0.307,0.703
Lobov,Artem Lobov,Teruto Ishihara,1,1,1,--,--,1,1,1,--,--,-1,1,1,--,--,1.0,"['30', '27', '30', '27', '29', '28']"
Horiguchi,Kyoji Horiguchi,Ali Bagautinov,1,1,1,--,--,1,1,1,--,--,1,1,1,--,--,1.0,"['30', '27', '30', '27', '30', '27']"
Johns,Brett Johns,Kwan Ho Kwak,1,1,1,--,--,1,1,1,--,--,1,1,1,--,--,1.0,"['30', '27', '30', '27', '30', '27']"
DRAW,Tyron Woodley,Stephen Thompson,1,-1,-1,2,-1,2,-1,-1,1,-1,1,-1,1,1,-1,0.545,"['47', '47', '47', '47', '48', '47']",-1.2,-0.981,-0.965,-1.641,-0.993
Jedrzejczyk,Joanna Jedrzejczyk,Karolina Kowalkiewicz,1,1,1,-1,1,1,1,1,-1,1,1,1,1,-1,1,1.0,"['49', '46', '49', '46', '49', '46']",0.954,0.954,0.977,-0.763,0.909
Pennington,Raquel Pennington,Miesha Tate,1,1,1,--,--,-1,1,1,--,--,1,1,1,--,--,1.0,"['30', '27', '29', '28', '30', '27']",0.49,0.844,1.02
Edgar,Frankie Edgar,Jeremy Stephens,1,-1,1,--,--,1,1,1,--,--,1,1,1,--,--,1.0,"['29', '28', '30', '27', '30', '27']",0.932,-0.023,0.851
Miller,Jim Miller,Thiago Alves,1,1,1,--,--,1,1,1,--,--,1,-1,1,--,--,1.0,"['30', '27', '30', '27', '29', '28']",0.903,0.645,0.935
Carmouche,Liz Carmouche,Katlyn Chookagian,1,1,-1,--,--,1,-1,-1,--,--,1,1,-1,--,--,0.913,"['29', '28', '28', '29', '29', '28']",0.978,0.689,-1.045
Bisping,Michael Bisping,Dan Henderson,-1,-1,1,1,1,-1,-1,1,1,1,-1,1,1,1,1,0.583,"['48', '47', '48', '47', '49', '46']",-1.368,-0.419,0.951,0.889,0.351
Santos,Leonardo Santos,Adriano Martins,1,-1,-1,--,--,1,1,-1,--,--,1,1,-1,--,--,0.333,"['28', '29', '29', '28', '29', '28']",0.408,-0.018,-0.962
Lineker,John Lineker,John Dodson,-1,1,1,1,-1,-1,-1,1,1,-1,-1,1,1,1,-1,0.652,"['48', '47', '47', '48', '48', '47']",-0.759,0.203,0.743,0.717,-0.878
Fili,Andre Fili,Hacran Dias,1,1,-1,--,--,1,1,-1,--,--,1,1,-1,--,--,0.778,"['29', '28', '29', '28', '29', '28']"
Abdurakhimov,Shamil Abdurakhimov,Walt Harris,1,-1,1,--,--,1,-1,1,--,--,-1,-1,1,--,--,0.611,"['29', '28', '29', '28', '28', '29']",0.419,-0.258,0.806
Zaleski dos Santos,Elizeu Zaleski dos Santos,Keita Nakamura,-1,1,1,--,--,-1,1,1,--,--,-1,1,1,--,--,0.833,"['29', '28', '29', '28', '29', '28']",-0.952,0.119,0.834
Cutelaba,Ion Cutelaba,Jonathan Wilson,1,1,1,--,--,1,1,1,--,--,1,1,1,--,--,1.0,"['30', '27', '30', '27', '30', '27']"
Vieira,Ketlen Vieira,Kelly Faszholz,1,1,-1,--,--,1,1,-1,--,--,1,-1,-1,--,--,1.0,"['29', '28', '29', '28', '28', '29']"
Barão,Renan Barão,Phillipe Nover,1,1,-1,--,--,-1,1,1,--,--,1,1,1,--,--,1.0,"['29', '28', '29', '28', '30', '27']"
Prazeres,Michel Prazeres,Gilbert Burns,1,1,1,--,--,1,1,1,--,--,1,1,1,--,--,1.0,"['30', '27', '30', '27', '30', '27']"
Yahya,Rani Yahya,Michinori Tanaka,1,1,-1,--,--,1,1,-1,--,--,1,1,-1,--,--,1.0,"['29', '28', '29', '28', '29', '28']"
Formiga,Jussier Formiga,Dustin Ortiz,-1,1,1,--,--,-1,1,2,--,--,1,1,1,--,--,1.0,"['29', '28', '29', '27', '30', '27']"
Patrick,Alan Patrick,Stevie Ray,-1,1,1,--,--,1,1,1,--,--,-1,1,1,--,--,0.929,"['29', '28', '30', '27', '29', '28']"
Gillespie,Gregor Gillespie,Glaico França,1,-1,2,--,--,1,-1,2,--,--,-1,1,2,--,--,1.0,"['29', '27', '29', '27', '29', '27']"
